Temp_K,B_T,Rxx,Rxy,Bridge3Resistance_Ohms
20.0005508422852,-0.453519545898438,502.037686157227,175.250666809082,NaN
20.0005437850952,-0.57139515625,502.112048339844,175.274507141113,NaN
19.9993095397949,-0.687503857421875,502.16686706543,175.297663879395,NaN
19.9998226165771,-0.798862192382812,502.204846191406,175.330924987793,NaN
19.9995456695557,-0.911100703125,502.290264892578,175.371116638184,NaN
19.9998937606812,-1.02761022460937,502.386172485352,175.41111907959,NaN
19.9999166488647,-1.142766953125,502.466952514648,175.45248260498,NaN
20.0001152038574,-1.25496825195313,502.556207275391,175.492939758301,NaN
20.0002174377441,-1.36978084960938,502.664471435547,175.533940124512,NaN
19.9997724533081,-1.48227875,502.783358764648,175.588990783691,NaN
19.9995540618896,-1.601207109375,502.889050292969,175.627597045898,NaN
20.0002168655395,-1.72050373046875,503.002853393555,175.677949523926,NaN
19.9997678756714,-1.83520921875,503.093463134766,175.722386169434,NaN
19.9996025085449,-1.9526094140625,503.196032714844,175.769424438477,NaN
20.0005418777466,-2.06941666015625,503.322994995117,175.819248962402,NaN
19.9995769500732,-2.18070640625,503.407147216797,175.860139465332,NaN
19.9996906280518,-2.294489453125,503.49508972168,175.894413757324,NaN
20.000087928772,-2.40934849609375,503.592718505859,175.944444274902,NaN
20.0003303527832,-2.5205710546875,503.692742919922,175.975450134277,NaN
19.9994819641113,-2.63647259765625,503.772665405273,176.016033935547,NaN
20.000217628479,-2.75261818359375,503.864688110352,176.061192321777,NaN
20.0004678726196,-2.86711943359375,503.936459350586,176.090348815918,NaN
19.9993860244751,-2.9818204296875,504.01025390625,176.127276611328,NaN
19.9999591827393,-3.094799375,504.101800537109,176.162007141113,NaN
20.0004173278809,-3.20889078125,504.175360107422,176.191381835938,NaN
19.9997011184692,-3.32403046875,504.255139160156,176.231150817871,NaN
20.0000604629517,-3.438323828125,504.324829101563,176.259881591797,NaN
19.9999095916748,-3.5499230859375,504.387860107422,176.297727966309,NaN
20.0005662918091,-3.667422421875,504.453067016602,176.328228759766,NaN
19.9997325897217,-3.785016171875,504.540667724609,176.347846984863,NaN
20.0000459671021,-3.902435234375,504.602416992188,176.38367767334,NaN
20.00068359375,-4.0245018359375,504.667803955078,176.408012390137,NaN
20.0000473022461,-4.1427167578125,504.740374755859,176.44094543457,NaN
19.9994958877563,-4.2607146875,504.811102294922,176.474778747559,NaN
20.0002023696899,-4.376091015625,504.859677124023,176.505651855469,NaN
20.0002416610718,-4.4904758984375,504.912405395508,176.522132873535,NaN
19.999312210083,-4.6045729296875,504.973135375977,176.548704528809,NaN
20.0004066467285,-4.724154921875,505.042047119141,176.583818054199,NaN
20.0013660430908,-4.836341171875,505.101724243164,176.60133972168,NaN
19.9999160766602,-4.9523639453125,505.161093139648,176.625395202637,NaN
19.9993198394775,-5.000046953125,505.179025268555,176.63630065918,NaN
20.0002996444702,-5.00004765625,505.172131347656,176.637034606934,NaN
20.0000261306763,-5.000044921875,505.186337280273,176.646508789062,NaN
19.9998907089233,-5.0000484375,505.173574829102,176.634860229492,NaN
19.9998268127441,-5.0000508203125,505.188339233398,176.638278198242,NaN
20.0000080108643,-5.0000510546875,505.172290039062,176.637185668945,NaN
20.000400352478,-5.00005421875,505.169241333008,176.634967041016,NaN
19.9995380401611,-5.0000581640625,505.168804931641,176.633386230469,NaN
20.0004688262939,-5.0000556640625,505.162490844727,176.633338928223,NaN
20.0002994537354,-5.000057890625,505.167315673828,176.633198547363,NaN
20.0002252578735,-5.00005859375,505.167947387695,176.642660522461,NaN
20.0000226974487,-4.9966053125,505.159817504883,176.638269042969,NaN
