Temp_K,B_T,Rxx,Rxy,Bridge3Resistance_Ohms
137.427938842773,2.81303629279137e-05,512.360488891602,151.594178771973,NaN
135.397348022461,2.70272113382816e-05,511.436828613281,151.761770629883,NaN
133.41483001709,2.66594941914082e-05,511.024987792969,151.75516204834,NaN
131.432521057129,2.66594952344894e-05,516.301782226563,148.216778564453,NaN
129.37900390625,3.58524236083031e-05,515.8884765625,148.213879394531,NaN
127.407760620117,3.12559598684311e-05,515.593475341797,148.056346130371,NaN
125.433867645264,3.16236767172813e-05,515.6439453125,147.803880310059,NaN
123.418062591553,3.03366667032242e-05,515.338763427734,147.82084197998,NaN
121.42725982666,2.84980808198452e-05,515.204638671875,147.677908325195,NaN
119.412071990967,3.03366667032242e-05,515.023608398438,147.611401367188,NaN
117.416757202148,3.25429698824882e-05,512.482843017578,148.989416503906,NaN
115.421421051025,3.05205246806145e-05,511.593322753906,149.388092041016,NaN
113.424687194824,3.27268275618553e-05,515.027221679688,147.06669921875,NaN
111.438234710693,3.32784032821655e-05,514.966052246094,147.017074584961,NaN
109.404132843018,2.99689501523972e-05,514.870239257813,146.9640625,NaN
107.407515716553,3.12559601664543e-05,514.025546264648,149.850469970703,NaN
105.437278747559,3.34622621536255e-05,497.958712768555,176.287037658691,NaN
103.436584472656,3.03366665542126e-05,498.028952026367,176.17465057373,NaN
101.394153594971,3.40138378739357e-05,498.008746337891,176.150570678711,NaN
99.4040321350098,3.47492718696594e-05,498.172525024414,176.048971557617,NaN
97.4675926208496,3.93457365036011e-05,498.159127807617,176.110380554199,NaN
95.4111602783203,3.34622621536255e-05,498.268594360352,176.135235595703,NaN
93.4511512756348,3.34622612595558e-05,498.508590698242,176.120245361328,NaN
91.4442443847656,2.86819395422936e-05,499.418203735352,175.703384399414,NaN
89.4193855285644,2.86819395422936e-05,502.164736938477,174.101800537109,NaN
87.4327842712402,2.51886251568794e-05,502.613452148437,172.446969604492,NaN
85.4090858459473,2.83142222464085e-05,502.141479492188,174.343717956543,NaN
83.4534736633301,2.50047671794891e-05,502.970791625977,173.41522064209,NaN
81.4041702270508,2.92335146665573e-05,508.181665039063,164.733163452148,NaN
79.3918899536133,2.4637049138546e-05,510.400756835938,160.002415466309,NaN
77.3937133789063,2.7946505099535e-05,511.094931030273,159.979347229004,NaN
75.415064239502,2.64756359159946e-05,512.697668457031,159.478570556641,NaN
73.446549987793,2.44531911611557e-05,513.651525878906,159.394744873047,NaN
71.4276458740234,2.31661812961102e-05,512.743151855469,160.573959350586,NaN
69.4347053527832,2.16953122615814e-05,513.353295898438,160.840855407715,NaN
67.4026016235352,2.42693324387074e-05,513.558709716797,161.34584197998,NaN
65.456697845459,2.33500398695469e-05,514.199682617187,161.549443054199,NaN
63.4248035430908,2.4269332587719e-05,508.220132446289,176.387042236328,NaN
61.4425800323486,2.22468885779381e-05,508.869650268555,176.951892089844,NaN
59.4163063049316,2.46370500326157e-05,510.419805908203,176.451333618164,NaN
57.4336513519287,2.37177570164204e-05,514.688317871094,174.036631774902,NaN
55.3977867126465,2.90496571362019e-05,509.639978027344,177.515258789063,NaN
53.435391998291,2.57402013242245e-05,509.841848754883,177.595587158203,NaN
51.3922130584717,2.79465043544769e-05,511.171725463867,176.802528381348,NaN
49.4052993774414,2.88657981157303e-05,509.274691772461,177.999816894531,NaN
47.4068687438965,2.70272117853165e-05,509.002282714844,177.986773681641,NaN
45.3957782745361,2.83142213523388e-05,508.882891845703,177.779067993164,NaN
43.4276271820068,2.70272116363049e-05,506.725326538086,178.821383666992,NaN
41.4239990234375,2.77626463770866e-05,508.35133972168,177.287521362305,NaN
39.4574337005615,2.57402013242245e-05,507.930111694336,177.071546936035,NaN
37.4150802612305,2.72110694646835e-05,507.599267578125,176.776570129395,NaN
35.4477031707764,2.66594943404198e-05,506.852676391602,176.856776428223,NaN
33.4118476867676,2.53724847733974e-05,506.518292236328,176.696765136719,NaN
31.4481498718262,2.79465046525002e-05,506.40539855957,176.460913085938,NaN
29.4204252243042,3.16236773133278e-05,508.491549682617,174.886010742187,NaN
27.4423069000244,2.99689495563507e-05,508.017504882812,175.138395690918,NaN
25.4645294189453,3.18075355887413e-05,506.88483581543,175.926765441895,NaN
23.4599082946777,3.01528081297874e-05,505.63141784668,176.526234436035,NaN
21.4502590179443,2.68433533608913e-05,504.385531616211,176.066912841797,NaN
20.0692457199097,2.46370498836041e-05,502.535494995117,175.201034545898,NaN
19.9447086334229,2.53724846243858e-05,502.375881958008,175.137365722656,NaN
17.9441873550415,2.79465052485466e-05,499.332568359375,173.80964050293,NaN
16.7700157165527,2.88657979667187e-05,496.67458190918,172.974887084961,NaN
16.4235736846924,2.83142212033272e-05,495.89045715332,172.759112548828,NaN
16.2922197341919,2.73949290812016e-05,495.632550048828,172.662324523926,NaN
16.1871990203857,2.62917776405811e-05,495.427285766602,172.588545227051,NaN
16.0489013671875,2.68433529138565e-05,495.190884399414,172.498390197754,NaN
15.8779342651367,2.44531913101673e-05,494.865896606445,172.388050842285,NaN
15.65709400177,2.224688783288e-05,494.473379516602,172.250598144531,NaN
15.2704314231873,3.21752524375916e-05,493.781390380859,171.997468566895,NaN
14.7584406852722,2.73949290812016e-05,492.798785400391,171.671130371094,NaN
14.2974197387695,2.42693322896957e-05,491.818099975586,171.375701904297,NaN
13.8486730575562,2.51886247098446e-05,490.809637451172,171.076118469238,NaN
13.1827335357666,2.48209084570408e-05,489.079586791992,170.574496459961,NaN
12.7383182525635,2.42693328857422e-05,487.722384643555,170.170642089844,NaN
12.3248836517334,2.73949290812016e-05,486.216244506836,169.747018432617,NaN
11.7386098861694,2.75787872076035e-05,483.655654907227,169.020172119141,NaN
11.2551315307617,2.50047673285007e-05,481.111630249023,168.293632507324,NaN
10.6688731193542,2.68433524668217e-05,477.197351074219,167.190217590332,NaN
10.2561736106873,2.44531911611557e-05,473.899182128906,166.172947692871,NaN
9.87211818695068,2.94173735380173e-05,470.197018432617,165.083457946777,NaN
9.32064294815063,3.05205245316029e-05,463.853338623047,163.16891784668,NaN
8.82830314636231,2.66594950854778e-05,456.992077636719,161.011709594727,NaN
8.32806053161621,2.88657979667187e-05,448.344818115234,158.332695007324,NaN
7.78437085151672,2.243074670434e-05,437.084600830078,154.695991516113,NaN
7.24180278778076,2.46370497345924e-05,423.50500793457,150.052980041504,NaN
6.72680215835571,2.66594943404198e-05,408.160681152344,144.804685974121,NaN
6.27303194999695,2.42693322896957e-05,392.007168579102,139.318153381348,NaN
5.78981423377991,2.224688783288e-05,372.477551269531,132.317980957031,NaN
5.28755960464478,2.61079184710979e-05,349.581619262695,123.630516052246,NaN
4.78745274543762,3.18075349926949e-05,323.594528198242,113.748728179932,NaN
4.30385112762451,3.01528087258339e-05,295.785614013672,103.169855499268,NaN
3.79912238121033,2.73949292302132e-05,264.734521484375,90.4594757080078,NaN
3.3956022977829,2.81303639709949e-05,238.410760498047,79.7521034240723,NaN
2.95981433391571,2.96012331545353e-05,209.063633728027,67.6824111938477,NaN
2.42565357685089,2.68433536589146e-05,172.528034973145,52.386254119873,NaN
